date,action,rule,trade_pct,btc_price,usdt_before,usdt_delta,usdt_after,btc_before,btc_delta,btc_fee,btc_after,nav,peak_nav,drawdown_pct,bear_pause,contrib_gross,contrib_net,platform_fee_paid,perf_fee_paid,platform_fees_cum,cum_gross_contrib,cagr_pct,total_roi_pct
2020/04/25,BUY,Base3,22,7562.91,1.2741,-0.2803,0.9938,51.1654375,0.00003703,0.00000003,51.16547453,386960.87,641733.38,39.7007,0,0,0,0,0,265.7707,35500,77.2046,990.0306
2020/04/26,BUY,Base3,22,7677.2,0.9938,-0.2186,0.7751,51.16547453,0.00002845,0.00000002,51.16550299,392808.57,641733.38,38.7894,0,0,0,0,0,265.7707,35500,77.7753,1006.503
2020/04/27,BUY,Base3,22,7698.03,0.7751,-0.1705,0.6046,51.16550299,0.00002213,0.00000002,51.16552512,393874.35,641733.38,38.6234,0,0,0,0,0,265.7707,35500,77.8235,1009.5052
2020/04/28,BUY,Base3,22,7777.07,0.6046,-0.133,0.4716,51.16552512,0.00001709,0.00000001,51.16554221,397918.47,641733.38,37.9932,0,0,0,0,0,265.7707,35500,78.1911,1020.8971
2020/04/29,BUY,Base3,22,8796.56,0.4716,-0.1038,0.3678,51.16554221,0.00001179,0.00000001,51.165554,450081.23,641733.38,29.8648,0,0,0,0,0,265.7707,35500,83.4431,1167.8345
2020/04/30,BUY,Base3,22,8646.09,0.3678,-0.0809,0.2869,51.165554,0.00000935,0.00000001,51.16556335,442382.35,641733.38,31.0645,0,0,0,0,0,265.7707,35500,82.6166,1146.1475
2020/05/01,BUY,Base3,22,8849.41,495.6437,-109.0416,386.6021,51.16556335,0.01231205,0.00000986,51.1778754,453280.6,641733.38,29.3662,0,500,495.3568,3.7433,0,269.514,36000,82.9961,1159.1128
2020/05/02,BUY,Base3,22,8982.09,386.6021,-85.0525,301.5496,51.1778754,0.00946154,0.00000758,51.18733694,460070.82,641733.38,28.3081,0,0,0,0,0,269.514,36000,83.5736,1177.9745
2020/05/03,BUY,Base3,22,8934.84,301.5496,-66.3409,235.2087,51.18733694,0.00741903,0.00000594,51.19475597,457652.16,641733.38,28.685,0,0,0,0,0,269.514,36000,83.2706,1171.256
2020/05/04,BUY,Base3,22,8908.79,235.2087,-51.7459,183.4628,51.19475597,0.00580376,0.00000465,51.20055973,456318.5,641733.38,28.8928,0,0,0,0,0,269.514,36000,83.0709,1167.5514
2020/05/05,BUY,Base3,22,9017.98,183.4628,-40.3618,143.101,51.20055973,0.00447212,0.00000358,51.20503186,461909.05,641733.38,28.0217,0,0,0,0,0,269.514,36000,83.5298,1183.0807
2020/05/06,BUY,Base3,22,9161.26,143.101,-31.4822,111.6188,51.20503186,0.0034337,0.00000275,51.20846556,469245.69,641733.38,26.8784,0,0,0,0,0,269.514,36000,84.1461,1203.4602
2020/05/07,BUY,Base4,20,9971.23,111.6188,-22.3238,89.295,51.20846556,0.00223703,0.00000179,51.21070258,510722.99,641733.38,20.4151,0,0,0,0,0,269.514,36000,87.8155,1318.675
2020/05/08,BUY,Base4,20,9801.65,89.295,-17.859,71.436,51.21070258,0.00182058,0.00000146,51.21252316,502038.66,641733.38,21.7683,0,0,0,0,0,269.514,36000,86.9755,1294.5518
2020/05/09,BUY,Base3,22,9548.63,71.436,-15.7159,55.7201,51.21252316,0.00164457,0.00000132,51.21416773,489080.86,641733.38,23.7875,0,0,0,0,0,269.514,36000,85.7431,1258.5579
2020/05/10,BUY,Base3,22,8740.42,55.7201,-12.2584,43.4617,51.21416773,0.00140138,0.00000112,51.21556911,447689.05,641733.38,30.2375,0,0,0,0,0,269.514,36000,81.815,1143.5807
2020/05/11,BUY,Base3,22,8641,43.4617,-9.5616,33.9001,51.21556911,0.00110565,0.00000089,51.21667475,442597.19,641733.38,31.031,0,0,0,0,0,269.514,36000,81.2524,1129.4366
2020/05/12,BUY,Base3,22,8875.8,33.9001,-7.458,26.4421,51.21667475,0.00083959,0.00000067,51.21751435,454622.86,641733.38,29.1571,0,0,0,0,0,269.514,36000,82.3366,1162.8413
2020/05/13,BUY,Base3,22,9297.39,26.4421,-5.8173,20.6248,51.21751435,0.00062519,0.0000005,51.21813953,476215.64,641733.38,25.7923,0,0,0,0,0,269.514,36000,84.2787,1222.8212
2020/05/14,BUY,Base4,20,9758.5,20.6248,-4.125,16.4999,51.21813953,0.00042237,0.00000034,51.2185619,499832.84,641733.38,22.1121,0,0,0,0,0,269.514,36000,86.3271,1288.4245
2020/05/15,BUY,Base3,22,9314.75,16.4999,-3.63,12.8699,51.2185619,0.00038939,0.00000031,51.21895129,477104.6,641733.38,25.6538,0,0,0,0,0,269.514,36000,84.2142,1225.2905
2020/05/16,BUY,Base3,22,9387.04,12.8699,-2.8314,10.0385,51.21895129,0.00030138,0.00000024,51.21925267,480807.21,641733.38,25.0768,0,0,0,0,0,269.514,36000,84.478,1235.5756
2020/05/17,BUY,Base3,22,9671.06,10.0385,-2.2085,7.83,51.21925267,0.00022818,0.00000018,51.21948085,495354.5,641733.38,22.8099,0,0,0,0,0,269.514,36000,85.7074,1275.9847
2020/05/18,BUY,Base3,22,9706.9,7.83,-1.7226,6.1074,51.21948085,0.00017732,0.00000014,51.21965817,497190.21,641733.38,22.5239,0,0,0,0,0,269.514,36000,85.7952,1281.0839
2020/05/19,BUY,Base3,22,9772.15,6.1074,-1.3436,4.7638,51.21965817,0.00013739,0.00000011,51.21979556,500532.29,641733.38,22.0031,0,0,0,0,0,269.514,36000,86.0145,1290.3675
2020/05/20,BUY,Base3,22,9513.99,4.7638,-1.048,3.7158,51.21979556,0.00011007,0.00000009,51.21990563,487309.39,641733.38,24.0636,0,0,0,0,0,269.514,36000,84.7707,1253.6372
2020/05/21,BUY,Base3,22,9065.88,3.7158,-0.8175,2.8983,51.21990563,0.0000901,0.00000007,51.21999572,464357.23,641733.38,27.6402,0,0,0,0,0,269.514,36000,82.611,1189.8812
2020/05/22,BUY,Base3,22,9174.22,2.8983,-0.6376,2.2607,51.21999572,0.00006945,0.00000006,51.22006517,469906.41,641733.38,26.7754,0,0,0,0,0,269.514,36000,83.0512,1205.2956
2020/05/23,BUY,Base3,22,9178.12,2.2607,-0.4973,1.7633,51.22006517,0.00005414,0.00000004,51.22011932,470106.16,641733.38,26.7443,0,0,0,0,0,269.514,36000,82.9982,1205.8505
2020/05/24,BUY,Base3,22,8733.04,1.7633,-0.3879,1.3754,51.22011932,0.00004439,0.00000004,51.2201637,447309.11,641733.38,30.2967,0,0,0,0,0,269.514,36000,80.8023,1142.5253
2020/05/25,BUY,Base3,22,8976.3,1.3754,-0.3026,1.0728,51.2201637,0.00003368,0.00000003,51.22019738,459768.93,641733.38,28.3551,0,0,0,0,0,269.514,36000,81.9036,1177.1359
2020/05/26,BUY,Base3,22,8836.16,1.0728,-0.236,0.8368,51.22019738,0.00002669,0.00000002,51.22022407,452590.93,641733.38,29.4737,0,0,0,0,0,269.514,36000,81.1632,1157.197
2020/05/27,BUY,Base3,22,9239.29,0.8368,-0.1841,0.6527,51.22022407,0.00001991,0.00000002,51.22024398,473239.34,641733.38,26.2561,0,0,0,0,0,269.514,36000,82.9993,1214.5537
2020/05/28,BUY,Base3,22,9568,0.6527,-0.1436,0.5091,51.22024398,0.000015,0.00000001,51.22025898,490075.95,641733.38,23.6325,0,0,0,0,0,269.514,36000,84.4337,1261.3221
2020/05/29,BUY,Base3,22,9423.87,0.5091,-0.112,0.3971,51.22025898,0.00001188,0.00000001,51.22027085,482693.57,641733.38,24.7828,0,0,0,0,0,269.514,36000,83.7069,1240.8155
2020/05/30,BUY,Base3,22,9696.46,0.3971,-0.0874,0.3097,51.22027085,0.000009,0.00000001,51.22027985,496655.7,641733.38,22.6072,0,0,0,0,0,269.514,36000,84.8654,1279.5992
2020/05/31,BUY,Base3,22,9450.95,0.3097,-0.0681,0.2416,51.22027985,0.0000072,0.00000001,51.22028706,484080.61,641733.38,24.5667,0,0,0,0,0,269.514,36000,83.6871,1244.6684
2020/06/01,BUY,Base4,20,10189.98,495.5983,-99.1197,396.4787,51.22028706,0.00971939,0.00000778,51.23000645,522429.22,641733.38,18.5909,0,500,495.3568,3.7433,0,273.2572,36500,86.3164,1331.3129
2020/06/02,BUY,Base3,22,9532.85,396.4787,-87.2253,309.2534,51.23000645,0.00914265,0.00000732,51.2391491,488764.38,641733.38,23.8368,0,0,0,0,0,273.2572,36500,83.3657,1239.0805
2020/06/03,BUY,Base3,22,9663.71,309.2534,-68.0357,241.2176,51.2391491,0.0070347,0.00000563,51.2461838,495469.48,641733.38,22.792,0,0,0,0,0,273.2572,36500,83.8788,1257.4506
2020/06/04,BUY,Base3,22,9795.62,241.2176,-53.0679,188.1497,51.2461838,0.00541318,0.00000433,51.25159698,502229.32,641733.38,21.7386,0,0,0,0,0,273.2572,36500,84.3895,1275.9707
2020/06/05,BUY,Base3,22,9626.48,188.1497,-41.3929,146.7568,51.25159698,0.00429646,0.00000344,51.25589344,493560.59,641733.38,23.0895,0,0,0,0,0,273.2572,36500,83.5704,1252.2208
2020/06/06,BUY,Base3,22,9677.23,146.7568,-32.2865,114.4703,51.25589344,0.00333367,0.00000267,51.25922711,496161.8,641733.38,22.6841,0,0,0,0,0,273.2572,36500,83.7243,1259.3474
2020/06/07,BUY,Base3,22,9751.28,114.4703,-25.1835,89.2868,51.25922711,0.00258051,0.00000207,51.26180762,499957.53,641733.38,22.0926,0,0,0,0,0,273.2572,36500,83.9793,1269.7466
2020/06/08,BUY,Base3,22,9781,89.2868,-19.6431,69.6437,51.26180762,0.00200669,0.00000161,51.26381431,501481.01,641733.38,21.8552,0,0,0,0,0,273.2572,36500,84.0382,1273.9206
2020/06/09,BUY,Base3,22,9777.32,69.6437,-15.3216,54.3221,51.26381431,0.0015658,0.00000125,51.26538011,501292.35,641733.38,21.8846,0,0,0,0,0,273.2572,36500,83.9506,1273.4037
2020/06/10,BUY,Base3,22,9883.86,54.3221,-11.9509,42.3712,51.26538011,0.00120816,0.00000097,51.26658828,506754.15,641733.38,21.0335,0,0,0,0,0,273.2572,36500,84.3431,1288.3675
2020/06/11,BUY,Base3,22,9272.37,42.3712,-9.3217,33.0496,51.26658828,0.00100451,0.0000008,51.26759279,475405.14,641733.38,25.9186,0,0,0,0,0,273.2572,36500,81.5574,1202.4798
2020/06/12,BUY,Base3,22,9465.32,33.0496,-7.2709,25.7787,51.26759279,0.00076755,0.00000061,51.26836034,485297.22,641733.38,24.3771,0,0,0,0,0,273.2572,36500,82.3586,1229.5814
2020/06/13,BUY,Base3,22,9474.18,25.7787,-5.6713,20.1074,51.26836034,0.00059813,0.00000048,51.26895846,485751.45,641733.38,24.3063,0,0,0,0,0,273.2572,36500,82.3286,1230.8259
2020/06/14,BUY,Base3,22,9335.65,20.1074,-4.4236,15.6837,51.26895846,0.00047346,0.00000038,51.26943193,478649.16,641733.38,25.4131,0,0,0,0,0,273.2572,36500,81.6375,1211.3676
2020/06/15,BUY,Base3,22,9500.64,15.6837,-3.4504,12.2333,51.26943193,0.00036289,0.00000029,51.26979481,487108.1,641733.38,24.0949,0,0,0,0,0,273.2572,36500,82.3074,1234.5427
2020/06/16,BUY,Base3,22,9530.48,12.2333,-2.6913,9.542,51.26979481,0.00028217,0.00000023,51.27007698,488637.99,641733.38,23.8565,0,0,0,0,0,273.2572,36500,82.3704,1238.7342
2020/06/17,BUY,Base3,22,9457.67,9.542,-2.0992,7.4428,51.27007698,0.00022178,0.00000018,51.27029876,484905.01,641733.38,24.4382,0,0,0,0,0,273.2572,36500,81.9777,1228.5069
2020/06/18,BUY,Base3,22,9379.76,7.4428,-1.6374,5.8053,51.27029876,0.00017443,0.00000014,51.27047319,480910.54,641733.38,25.0607,0,0,0,0,0,273.2572,36500,81.561,1217.5631
2020/06/19,BUY,Base3,22,9300.31,5.8053,-1.2772,4.5282,51.27047319,0.00013722,0.00000011,51.27061041,476837.1,641733.38,25.6955,0,0,0,0,0,273.2572,36500,81.1359,1206.403
2020/06/20,BUY,Base3,22,9350.04,4.5282,-0.9962,3.532,51.27061041,0.00010646,0.00000009,51.27071687,479386.79,641733.38,25.2981,0,0,0,0,0,273.2572,36500,81.2911,1213.3885
2020/06/21,BUY,Base3,22,9286.01,3.532,-0.777,2.7549,51.27071687,0.00008361,0.00000007,51.27080048,476103.92,641733.38,25.8097,0,0,0,0,0,273.2572,36500,80.9356,1204.3943
2020/06/22,BUY,Base3,22,9691.19,2.7549,-0.6061,2.1489,51.27080048,0.00006249,0.00000005,51.27086297,496877.82,641733.38,22.5725,0,0,0,0,0,273.2572,36500,82.659,1261.3091
2020/06/23,BUY,Base3,22,9623.63,2.1489,-0.4727,1.6761,51.27086297,0.00004908,0.00000004,51.27091205,493413.96,641733.38,23.1123,0,0,0,0,0,273.2572,36500,82.2952,1251.8191
2020/06/24,BUY,Base3,22,9290.9,1.6761,-0.3687,1.3074,51.27091205,0.00003966,0.00000003,51.27095171,476354.59,641733.38,25.7706,0,0,0,0,0,273.2572,36500,80.7546,1205.0811
2020/06/25,BUY,Base3,22,9261.13,1.3074,-0.2876,1.0197,51.27095171,0.00003103,0.00000002,51.27098274,474828.26,641733.38,26.0085,0,0,0,0,0,273.2572,36500,80.5536,1200.8993
2020/06/26,BUY,Base3,22,9158.2,1.0197,-0.2243,0.7954,51.27098274,0.00002448,0.00000002,51.27100722,469550.93,641733.38,26.8308,0,0,0,0,0,273.2572,36500,80.0228,1186.4409
2020/06/27,BUY,Base3,22,9014.38,0.7954,-0.175,0.6204,51.27100722,0.0000194,0.00000002,51.27102662,462177.14,641733.38,27.9799,0,0,0,0,0,273.2572,36500,79.3022,1166.2387
2020/06/28,BUY,Base3,22,9122.16,0.6204,-0.1365,0.4839,51.27102662,0.00001495,0.00000001,51.27104157,467703.13,641733.38,27.1188,0,0,0,0,0,273.2572,36500,79.7266,1181.3784
2020/06/29,BUY,Base3,22,9187.71,0.4839,-0.1065,0.3775,51.27104157,0.00001158,0.00000001,51.27105314,471063.95,641733.38,26.5951,0,0,0,0,0,273.2572,36500,79.9561,1190.5862
2020/06/30,BUY,Base3,22,9151.48,0.3775,-0.083,0.2944,51.27105314,0.00000907,0.00000001,51.27106221,469206.39,641733.38,26.8845,0,0,0,0,0,273.2572,36500,79.7266,1185.497
2020/07/01,BUY,Base3,22,9238.69,495.6512,-109.0433,386.6079,51.27106221,0.01179345,0.00000944,51.28285566,474173.01,641733.38,26.1106,0,500,495.3568,3.7433,0,277.0005,37000,79.5337,1181.5487
2020/07/02,BUY,Base3,22,9090.72,386.6079,-85.0537,301.5542,51.28285566,0.00934862,0.00000748,51.29220428,466584.62,641733.38,27.2931,0,0,0,0,0,277.0005,37000,78.8051,1161.0395
2020/07/03,BUY,Base3,22,9077.57,301.5542,-66.3419,235.2123,51.29220428,0.00730249,0.00000585,51.29950677,465910.08,641733.38,27.3982,0,0,0,0,0,277.0005,37000,78.6807,1159.2164
2020/07/04,BUY,Base3,22,9199.48,235.2123,-51.7467,183.4656,51.29950677,0.00562046,0.0000045,51.30512723,472163.96,641733.38,26.4237,0,0,0,0,0,277.0005,37000,79.1619,1176.1188
2020/07/05,BUY,Base3,22,9084.22,183.4656,-40.3624,143.1031,51.30512723,0.00443958,0.00000355,51.30956681,466250.5,641733.38,27.3451,0,0,0,0,0,277.0005,37000,78.5806,1160.1365
2020/07/06,BUY,Base3,22,9342.21,143.1031,-31.4827,111.6204,51.30956681,0.00336724,0.0000027,51.31293405,479487.83,641733.38,25.2824,0,0,0,0,0,277.0005,37000,79.6624,1195.913
2020/07/07,BUY,Base3,22,9258.7,111.6204,-24.5565,87.0639,51.31293405,0.00265014,0.00000212,51.31558419,475202.66,641733.38,25.9501,0,0,0,0,0,277.0005,37000,79.2285,1184.3315
2020/07/08,BUY,Base3,22,9434.09,87.0639,-19.1541,67.9099,51.31558419,0.00202868,0.00000162,51.31761287,484202.89,641733.38,24.5477,0,0,0,0,0,277.0005,37000,79.9326,1208.6565
2020/07/09,BUY,Base3,22,9237.95,67.9099,-14.9402,52.9697,51.31761287,0.00161597,0.00000129,51.31922884,474137.44,641733.38,26.1161,0,0,0,0,0,277.0005,37000,79.0061,1181.4525
2020/07/10,BUY,Base3,22,9292.77,52.9697,-11.6533,41.3164,51.31922884,0.00125302,0.000001,51.32048186,476950.75,641733.38,25.6777,0,0,0,0,0,277.0005,37000,79.1826,1189.0561
2020/07/11,BUY,Base3,22,9237.06,41.3164,-9.0896,32.2268,51.32048186,0.00098325,0.00000079,51.32146511,474091.68,641733.38,26.1233,0,0,0,0,0,277.0005,37000,78.872,1181.3289
2020/07/12,BUY,Base3,22,9301.44,32.2268,-7.0899,25.1369,51.32146511,0.00076163,0.00000061,51.32222673,477395.75,641733.38,25.6084,0,0,0,0,0,277.0005,37000,79.0903,1190.2588
2020/07/13,BUY,Base3,22,9238.92,25.1369,-5.5301,19.6068,51.32222673,0.00059809,0.00000048,51.32282482,474187.08,641733.38,26.1084,0,0,0,0,0,277.0005,37000,78.7506,1181.5867
2020/07/14,BUY,Base3,22,9249.51,19.6068,-4.3135,15.2933,51.32282482,0.00046597,0.00000037,51.3232908,474730.58,641733.38,26.0237,0,0,0,0,0,277.0005,37000,78.7325,1183.0556
2020/07/15,BUY,Base3,22,9196.23,15.2933,-3.3645,11.9288,51.3232908,0.00036557,0.00000029,51.32365636,471996.08,641733.38,26.4498,0,0,0,0,0,277.0005,37000,78.4333,1175.6651
2020/07/16,BUY,Base3,22,9133.22,11.9288,-2.6243,9.3044,51.32365636,0.00028711,0.00000023,51.32394347,468762.17,641733.38,26.9538,0,0,0,0,0,277.0005,37000,78.0905,1166.9248
2020/07/17,BUY,Base3,22,9190.16,9.3044,-2.047,7.2575,51.32394347,0.00022256,0.00000018,51.32416603,471684.56,641733.38,26.4984,0,0,0,0,0,277.0005,37000,78.2781,1174.8231
2020/07/18,BUY,Base3,22,9199.7,7.2575,-1.5966,5.6608,51.32416603,0.00017341,0.00000014,51.32433944,472174.19,641733.38,26.4221,0,0,0,0,0,277.0005,37000,78.256,1176.1464
2020/07/19,BUY,Base3,22,9208.64,5.6608,-1.2454,4.4154,51.32433944,0.00013513,0.00000011,51.32447458,472633.02,641733.38,26.3506,0,0,0,0,0,277.0005,37000,78.2313,1177.3866
2020/07/20,BUY,Base3,22,9191.37,4.4154,-0.9714,3.444,51.32447458,0.0001056,0.00000008,51.32458018,471746.65,641733.38,26.4887,0,0,0,0,0,277.0005,37000,78.0916,1174.9909
2020/07/21,BUY,Base3,22,9393.47,3.444,-0.7577,2.6864,51.32458018,0.0000806,0.00000006,51.32466077,482119.35,641733.38,24.8723,0,0,0,0,0,277.0005,37000,78.9073,1203.0253
2020/07/22,BUY,Base3,22,9531.85,2.6864,-0.591,2.0954,51.32466077,0.00006195,0.00000005,51.32472273,489221.65,641733.38,23.7656,0,0,0,0,0,277.0005,37000,79.436,1222.2207
2020/07/23,BUY,Base3,22,9608.22,2.0954,-0.461,1.6344,51.32472273,0.00004794,0.00000004,51.32477066,493141.32,641733.38,23.1548,0,0,0,0,0,277.0005,37000,79.6953,1232.8144
2020/07/24,BUY,Base3,22,9549.52,1.6344,-0.3596,1.2748,51.32477066,0.00003762,0.00000003,51.32480829,490128.56,641733.38,23.6243,0,0,0,0,0,277.0005,37000,79.3813,1224.6718
2020/07/25,BUY,Base3,22,9706.5,1.2748,-0.2805,0.9944,51.32480829,0.00002887,0.00000002,51.32483716,498185.53,641733.38,22.3688,0,0,0,0,0,277.0005,37000,79.9785,1246.4474
2020/07/26,BUY,Base3,22,9942.71,0.9944,-0.2188,0.7756,51.32483716,0.00002198,0.00000002,51.32485914,510308.97,641733.38,20.4796,0,0,0,0,0,277.0005,37000,80.8928,1279.2134
2020/07/27,BUY,Base4,20,11036.74,0.7756,-0.1551,0.6205,51.32485914,0.00001404,0.00000001,51.32487319,566459.9,641733.38,11.7297,0,0,0,0,0,277.0005,37000,85.1384,1430.9727
2020/07/28,BUY,Base4,20,10919.86,0.6205,-0.1241,0.4964,51.32487319,0.00001136,0.00000001,51.32488454,560461.05,641733.38,12.6645,0,0,0,0,0,277.0005,37000,84.624,1414.7596
2020/07/29,BUY,Base4,20,11113.98,0.4964,-0.0993,0.3971,51.32488454,0.00000893,0.00000001,51.32489347,570424.24,641733.38,11.112,0,0,0,0,0,277.0005,37000,85.2888,1441.6871
2020/07/30,BUY,Base4,20,11114.46,0.3971,-0.0794,0.3177,51.32489347,0.00000714,0.00000001,51.32490061,570448.87,641733.38,11.1081,0,0,0,0,0,277.0005,37000,85.2201,1441.7537
2020/07/31,BUY,Base4,20,11351.54,0.3177,-0.0635,0.2541,51.32490061,0.00000559,0,51.3249062,582616.98,641733.38,9.212,0,0,0,0,0,277.0005,37000,86.0318,1474.6405
2020/08/01,BUY,Base4,20,11814.95,495.6109,-99.1222,0,51.3249062,0.00838284,0.00000671,50.73403478,599420.08,641733.38,6.5936,0,500,495.3568,3.7433,7470.9838,280.7437,37500,86.5899,1498.4536
2020/08/02,BUY,Base4,20,11067.96,0,0,0,50.73403478,0,0,50.73403478,561522.27,641733.38,12.4991,0,0,0,0,0,280.7437,37500,83.7985,1397.3927
2020/08/03,BUY,Base4,20,11231.25,0,0,0,50.73403478,0,0,50.73403478,569806.63,641733.38,11.2082,0,0,0,0,0,280.7437,37500,84.3355,1419.4843
2020/08/04,BUY,Base4,20,11195.86,0,0,0,50.73403478,0,0,50.73403478,568011.15,641733.38,11.488,0,0,0,0,0,280.7437,37500,84.1356,1414.6964
2020/08/05,BUY,Base4,20,11758.05,0,0,0,50.73403478,0,0,50.73403478,596533.32,641733.38,7.0434,0,0,0,0,0,280.7437,37500,86.1022,1490.7555
2020/08/06,BUY,Base4,20,11771.19,0,0,0,50.73403478,0,0,50.73403478,597199.96,641733.38,6.9396,0,0,0,0,0,280.7437,37500,86.0778,1492.5332
2020/08/07,BUY,Base4,20,11614.72,0,0,0,50.73403478,0,0,50.73403478,589261.61,641733.38,8.1766,0,0,0,0,0,280.7437,37500,85.4496,1471.3643
2020/08/08,BUY,Base4,20,11777.1,0,0,0,50.73403478,0,0,50.73403478,597499.8,641733.38,6.8928,0,0,0,0,0,280.7437,37500,85.957,1493.3328
2020/08/09,BUY,Base4,20,11694.46,0,0,0,50.73403478,0,0,50.73403478,593307.14,641733.38,7.5462,0,0,0,0,0,280.7437,37500,85.5934,1482.1524
2020/08/10,BUY,Base4,20,11897.75,0,0,0,50.73403478,0,0,50.73403478,603620.86,641733.38,5.939,0,0,0,0,0,280.7437,37500,86.24,1509.6556
2020/08/11,BUY,Base4,20,11396.74,0,0,0,50.73403478,0,0,50.73403478,578202.6,641733.38,9.8999,0,0,0,0,0,280.7437,37500,84.3863,1441.8736
2020/08/12,BUY,Base4,20,11579.23,0,0,0,50.73403478,0,0,50.73403478,587461.06,641733.38,8.4571,0,0,0,0,0,280.7437,37500,84.9729,1466.5628
2020/08/13,BUY,Base4,20,11780.9,0,0,0,50.73403478,0,0,50.73403478,597692.59,641733.38,6.8628,0,0,0,0,0,280.7437,37500,85.6179,1493.8469
2020/08/14,BUY,Base4,20,11776.65,0,0,0,50.73403478,0,0,50.73403478,597476.97,641733.38,6.8964,0,0,0,0,0,280.7437,37500,85.5328,1493.2719
2020/08/15,BUY,Base4,20,11859.36,0,0,0,50.73403478,0,0,50.73403478,601673.18,641733.38,6.2425,0,0,0,0,0,280.7437,37500,85.7526,1504.4618
2020/08/16,BUY,Base4,20,11915.55,0,0,0,50.73403478,0,0,50.73403478,604523.93,641733.38,5.7983,0,0,0,0,0,280.7437,37500,85.8782,1512.0638
2020/08/17,BUY,Base4,20,12289.42,0,0,0,50.73403478,0,0,50.73403478,623491.86,641733.38,2.8425,0,0,0,0,0,280.7437,37500,87.0916,1562.645
2020/08/18,BUY,Base4,20,11978.09,0,0,0,50.73403478,0,0,50.73403478,607696.83,641733.38,5.3038,0,0,0,0,0,280.7437,37500,85.9544,1520.5249
2020/08/19,BUY,Base4,20,11753.61,0,0,0,50.73403478,0,0,50.73403478,596308.06,641733.38,7.0785,0,0,0,0,0,280.7437,37500,85.1031,1490.1548
2020/08/20,BUY,Base4,20,11872.45,0,0,0,50.73403478,0,0,50.73403478,602337.29,641733.38,6.139,0,0,0,0,0,280.7437,37500,85.4482,1506.2328
2020/08/21,BUY,Base4,20,11529.13,0,0,0,50.73403478,0,0,50.73403478,584919.28,641733.38,8.8532,0,0,0,0,0,280.7437,37500,84.1732,1459.7848
2020/08/22,BUY,Base4,20,11678.15,0,0,0,50.73403478,0,0,50.73403478,592479.67,641733.38,7.6751,0,0,0,0,0,280.7437,37500,84.6308,1479.9458
2020/08/23,BUY,Base4,20,11652.7,0,0,0,50.73403478,0,0,50.73403478,591188.49,641733.38,7.8763,0,0,0,0,0,280.7437,37500,84.4726,1476.5026
2020/08/24,BUY,Base4,20,11771.99,0,0,0,50.73403478,0,0,50.73403478,597240.55,641733.38,6.9332,0,0,0,0,0,280.7437,37500,84.8212,1492.6415
2020/08/25,BUY,Base4,20,11334.25,0,0,0,50.73403478,0,0,50.73403478,575032.23,641733.38,10.3939,0,0,0,0,0,280.7437,37500,83.2063,1433.4193
2020/08/26,BUY,Base4,20,11462.86,0,0,0,50.73403478,0,0,50.73403478,581557.14,641733.38,9.3771,0,0,0,0,0,280.7437,37500,83.5975,1450.819
2020/08/27,BUY,Base4,20,11321.49,0,0,0,50.73403478,0,0,50.73403478,574384.87,641733.38,10.4948,0,0,0,0,0,280.7437,37500,83.0261,1431.693
2020/08/28,BUY,Base4,20,11533.11,0,0,0,50.73403478,0,0,50.73403478,585121.2,641733.38,8.8218,0,0,0,0,0,280.7437,37500,83.7106,1460.3232
2020/08/29,BUY,Base4,20,11474.84,0,0,0,50.73403478,0,0,50.73403478,582164.93,641733.38,9.2824,0,0,0,0,0,280.7437,37500,83.4373,1452.4398
2020/08/30,BUY,Base4,20,11712.49,0,0,0,50.73403478,0,0,50.73403478,594221.87,641733.38,7.4036,0,0,0,0,0,280.7437,37500,84.2029,1484.5917
2020/08/31,BUY,Base4,20,11680.03,0,0,0,50.73403478,0,0,50.73403478,592575.05,641733.38,7.6602,0,0,0,0,0,280.7437,37500,84.022,1480.2001
2020/09/01,BUY,Base4,20,11922.65,495.3568,-99.0714,0,50.73403478,0.00830286,0.00000665,50.675682,604188.42,641733.38,5.8506,0,500,495.3568,3.7433,1190.3614,284.487,38000,84.2047,1489.9695
2020/09/02,BUY,Base4,20,11403.76,0,0,0,50.675682,0,0,50.675682,577893.32,641733.38,9.9481,0,0,0,0,0,284.487,38000,82.3373,1420.7719
2020/09/03,BUY,Base3,22,10173.14,0,0,0,50.675682,0,0,50.675682,515530.81,641733.38,19.6659,0,0,0,0,0,284.487,38000,77.7377,1256.66
2020/09/04,BUY,Base4,20,10484.65,0,0,0,50.675682,0,0,50.675682,531316.79,641733.38,17.206,0,0,0,0,0,284.487,38000,78.8612,1298.2021
2020/09/05,BUY,Base3,22,10173.44,0,0,0,50.675682,0,0,50.675682,515546.01,641733.38,19.6635,0,0,0,0,0,284.487,38000,77.6156,1256.7
2020/09/06,BUY,Base3,22,10259.03,0,0,0,50.675682,0,0,50.675682,519883.34,641733.38,18.9876,0,0,0,0,0,284.487,38000,77.8819,1268.1141
2020/09/07,BUY,Base4,20,10374.85,0,0,0,50.675682,0,0,50.675682,525752.6,641733.38,18.073,0,0,0,0,0,284.487,38000,78.26,1283.5595
2020/09/08,BUY,Base3,22,10126.78,0,0,0,50.675682,0,0,50.675682,513181.48,641733.38,20.032,0,0,0,0,0,284.487,38000,77.2522,1250.4776
2020/09/09,BUY,Base3,22,10225.09,0,0,0,50.675682,0,0,50.675682,518163.41,641733.38,19.2557,0,0,0,0,0,284.487,38000,77.5677,1263.5879
