date,action,rule,trade_pct,btc_price,usdt_before,usdt_delta,usdt_after,btc_before,btc_delta,btc_fee,btc_after,nav,peak_nav,drawdown_pct,bear_pause,contrib_gross,contrib_net,perf_fee_paid,cum_gross_contrib,cagr_pct,,,
2020/11/11,BUY,Base5,4,15704.88,23.2591,-0.9304,22.3287,1.62759855,0.00005919,0.00000005,1.62765775,25584.5,25584.5,0,0,0,0,0,15500,78.7989,,,
2020/11/12,BUY,Base5,4,16297.36,22.3287,-0.8931,21.4356,1.62765775,0.00005476,0.00000004,1.62771251,26548.85,26548.85,0,0,0,0,0,15500,86.2685,,,
2020/11/13,BUY,Base5,4,16328.27,21.4356,-0.8574,20.5781,1.62771251,0.00005247,0.00000004,1.62776497,26599.16,26599.16,0,0,0,0,0,15500,86.3093,,,
2020/11/14,BUY,Base5,4,16077.97,20.5781,-0.8231,19.755,1.62776497,0.00005115,0.00000004,1.62781613,26191.73,26599.16,1.5317,0,0,0,0,15500,82.6775,,,
2020/11/15,BUY,Base5,4,15962.11,19.755,-0.7902,18.9648,1.62781613,0.00004947,0.00000004,1.62786559,26003.13,26599.16,2.2408,0,0,0,0,15500,80.8303,,,
2020/11/16,BUY,Base5,4,16708.3,18.9648,-0.7586,18.2062,1.62786559,0.00004537,0.00000004,1.62791096,27217.83,27217.83,0,0,0,0,0,15500,90.151,,,
2020/11/17,BUY,Base5,4,17668.91,18.2062,-0.7282,17.478,1.62791096,0.00004118,0.00000003,1.62795214,28781.62,28781.62,0,0,0,0,0,15500,102.2253,,,
2020/11/18,BUY,Retrace-1,22,17835.71,17.478,-3.8452,13.6328,1.62795214,0.00021541,0.00000017,1.62816756,29053.16,29053.16,0,0,0,0,0,15500,103.9443,,,
2020/11/19,BUY,Retrace-1,22,17817.76,13.6328,-2.9992,10.6336,1.62816756,0.00016819,0.00000013,1.62833575,29023.93,29053.16,0.1006,0,0,0,0,15500,103.2633,,,
2020/11/20,BUY,Retrace-1,22,18675.55,10.6336,-2.3394,8.2942,1.62833575,0.00012516,0.0000001,1.62846092,30420.7,30420.7,0,0,0,0,0,15500,113.8553,,,
2020/11/21,BUY,Retrace-1,22,18683.84,8.2942,-1.8247,6.4695,1.62846092,0.00009759,0.00000008,1.6285585,30434.2,30434.2,0,0,0,0,0,15500,113.4621,,,
2020/11/22,BUY,Retrace-1,22,18423.45,6.4695,-1.4233,5.0462,1.6285585,0.00007719,0.00000006,1.62863569,30010.13,30434.2,1.3934,0,0,0,0,15500,109.6443,,,
2020/11/23,BUY,Retrace-1,22,18365.95,5.0462,-1.1102,3.936,1.62863569,0.0000604,0.00000005,1.62869609,29916.49,30434.2,1.7011,0,0,0,0,15500,108.4413,,,
2020/11/24,BUY,Retrace-1,22,19118.12,3.936,-0.8659,3.0701,1.62869609,0.00004526,0.00000004,1.62874135,31141.54,31141.54,0,0,0,0,0,15500,117.4804,,,
2020/11/25,BUY,Retrace-1,22,18716.6,3.0701,-0.6754,2.3947,1.62874135,0.00003606,0.00000003,1.62877741,30487.57,31141.54,2.1,0,0,0,0,15500,111.915,,,
2020/11/26,BUY,Base5,4,17170.16,2.3947,-0.0958,2.2989,1.62877741,0.00000557,0,1.62878298,27968.76,31141.54,10.1883,0,0,0,0,15500,92.1868,,,
2020/11/27,BUY,Base5,4,17139.94,2.2989,-0.092,2.2069,1.62878298,0.00000536,0,1.62878834,27919.54,31141.54,10.3463,0,0,0,0,15500,91.4354,,,
2020/11/28,BUY,Base5,4,17747.72,2.2069,-0.0883,2.1187,1.62878834,0.00000497,0,1.62879331,28909.49,31141.54,7.1675,0,0,0,0,15500,98.5273,,,
2020/11/29,BUY,Retrace-1,22,18200.84,2.1187,-0.4661,1.6526,1.62879331,0.00002559,0.00000002,1.6288189,29647.52,31141.54,4.7975,0,0,0,0,15500,103.6734,,,
2020/11/30,BUY,Retrace-1,22,19667.5,1.6526,-0.3636,1.289,1.6288189,0.00001847,0.00000001,1.62883737,32036.45,32036.45,0,0,0,0,0,15500,121.2148,,,
2020/12/01,BUY,Retrace-1,22,18789.93,496.6457,-109.2621,0,1.62883737,0.00581027,0.00000465,1.60641546,30184.43,32036.45,5.781,0,500,495.3568,917.4401,16000,99.7814,,,
2020/12/02,BUY,Retrace-1,22,19224.13,0,0,0,1.60641546,0,0,1.60641546,30881.94,32036.45,3.6037,0,0,0,0,16000,104.3835,,,
2020/12/03,BUY,Retrace-1,22,19448.86,0,0,0,1.60641546,0,0,1.60641546,31242.95,32036.45,2.4769,0,0,0,0,16000,106.5357,,,
2020/12/04,BUY,Retrace-1,22,18674.35,0,0,0,1.60641546,0,0,1.60641546,29998.76,32036.45,6.3605,0,0,0,0,16000,97.2385,,,
2020/12/05,BUY,Retrace-1,22,19165.84,0,0,0,1.60641546,0,0,1.60641546,30788.3,32036.45,3.896,0,0,0,0,16000,102.4312,,,
2020/12/06,BUY,Retrace-1,22,19381.44,0,0,0,1.60641546,0,0,1.60641546,31134.64,32036.45,2.8149,0,0,0,0,16000,104.454,,,
2020/12/07,BUY,Retrace-1,22,19187.76,0,0,0,1.60641546,0,0,1.60641546,30823.51,32036.45,3.7861,0,0,0,0,16000,101.8426,,,
2020/12/08,BUY,Retrace-1,22,18324.98,0,0,0,1.60641546,0,0,1.60641546,29437.53,32036.45,8.1124,0,0,0,0,16000,91.7705,,,
2020/12/09,BUY,Retrace-1,22,18562.22,0,0,0,1.60641546,0,0,1.60641546,29818.64,32036.45,6.9228,0,0,0,0,16000,94.0467,,,
2020/12/10,BUY,Retrace-1,22,18253.19,0,0,0,1.60641546,0,0,1.60641546,29322.21,32036.45,8.4724,0,0,0,0,16000,90.2514,,,
2020/12/11,BUY,Base5,4,18039.78,0,0,0,1.60641546,0,0,1.60641546,28979.38,32036.45,9.5425,0,0,0,0,16000,87.5473,,,
2020/12/12,BUY,Retrace-1,22,18796.21,0,0,0,1.60641546,0,0,1.60641546,30194.52,32036.45,5.7495,0,0,0,0,16000,95.5028,,,
2020/12/13,BUY,Retrace-1,22,19173.81,0,0,0,1.60641546,0,0,1.60641546,30801.1,32036.45,3.8561,0,0,0,0,16000,99.2537,,,
2020/12/14,BUY,Retrace-1,22,19261.7,0,0,0,1.60641546,0,0,1.60641546,30942.29,32036.45,3.4153,0,0,0,0,16000,99.8162,,,
2020/12/15,BUY,Retrace-1,22,19438.86,0,0,0,1.60641546,0,0,1.60641546,31226.89,32036.45,2.527,0,0,0,0,16000,101.3402,,,
2020/12/16,BUY,Retrace-1,22,21354.41,0,0,0,1.60641546,0,0,1.60641546,34304.05,34304.05,0,0,0,0,0,16000,121.6447,,,
2020/12/17,BUY,Retrace-1,22,22819.85,0,0,0,1.60641546,0,0,1.60641546,36658.16,36658.16,0,0,0,0,0,16000,136.9562,,,
2020/12/18,BUY,Retrace-1,22,23135.76,0,0,0,1.60641546,0,0,1.60641546,37165.64,37165.64,0,0,0,0,0,16000,139.7726,,,
2020/12/19,BUY,Retrace-1,22,23861.68,0,0,0,1.60641546,0,0,1.60641546,38331.77,38331.77,0,0,0,0,0,16000,146.9485,,,
2020/12/20,BUY,Retrace-1,22,23488.77,0,0,0,1.60641546,0,0,1.60641546,37732.72,38331.77,1.5628,0,0,0,0,16000,142.3479,,,
2020/12/21,BUY,Retrace-1,22,22743.65,0,0,0,1.60641546,0,0,1.60641546,36535.75,38331.77,4.6855,0,0,0,0,16000,133.8578,,,
2020/12/22,BUY,Retrace-1,22,23827.43,0,0,0,1.60641546,0,0,1.60641546,38276.75,38331.77,0.1435,0,0,0,0,16000,144.7135,,,
2020/12/23,BUY,Retrace-1,22,23275.92,0,0,0,1.60641546,0,0,1.60641546,37390.8,38331.77,2.4548,0,0,0,0,16000,138.3218,,,
2020/12/24,BUY,Retrace-1,22,23740,0,0,0,1.60641546,0,0,1.60641546,38136.3,38331.77,0.5099,0,0,0,0,16000,142.5816,,,
2020/12/25,BUY,Retrace-1,22,24684.02,0,0,0,1.60641546,0,0,1.60641546,39652.79,39652.79,0,0,0,0,0,16000,151.7768,,,
2020/12/26,BUY,Retrace-1.5,22,26472.3,0,0,0,1.60641546,0,0,1.60641546,42525.51,42525.51,0,0,0,0,0,16000,169.6005,,,
2020/12/27,BUY,Retrace-1.5,22,26244.4,0,0,0,1.60641546,0,0,1.60641546,42159.41,42525.51,0.8609,0,0,0,0,16000,166.5191,,,
2020/12/28,BUY,Retrace-1.5,22,27055.87,0,0,0,1.60641546,0,0,1.60641546,43462.97,43462.97,0,0,0,0,0,16000,174.0916,,,
2020/12/29,BUY,Retrace-1.5,22,27381.81,0,0,0,1.60641546,0,0,1.60641546,43986.56,43986.56,0,0,0,0,0,16000,176.6447,,,
2020/12/30,BUY,Retrace-1.5,22,28878.75,0,0,0,1.60641546,0,0,1.60641546,46391.27,46391.27,0,0,0,0,0,16000,191.0073,,,
2020/12/31,BUY,Retrace-1.5,22,28979.32,0,0,0,1.60641546,0,0,1.60641546,46552.83,46552.83,0,0,0,0,0,16000,191.1681,,,
2021/01/01,BUY,Retrace-1.5,22,29389.32,495.3568,-108.9785,0,1.60641546,0.00370513,0.00000297,1.56360898,45953.4,46552.83,1.2876,0,500,495.3568,1752.2294,16500,177.9215,,,
2021/01/02,BUY,Retrace-1.5,22,32204.41,0,0,0,1.56360898,0,0,1.56360898,50355.1,50355.1,0,0,0,0,0,16500,203.5631,,,
2021/01/03,BUY,Retrace-1.5,22,33050.04,0,0,0,1.56360898,0,0,1.56360898,51677.34,51677.34,0,0,0,0,0,16500,210.5354,,,
2021/01/04,BUY,Retrace-1.5,22,32074.31,0,0,0,1.56360898,0,0,1.56360898,50151.68,51677.34,2.9523,0,0,0,0,16500,200.535,,,
2021/01/05,BUY,Retrace-1.5,22,34035.6,0,0,0,1.56360898,0,0,1.56360898,53218.37,53218.37,0,0,0,0,0,16500,217.7229,,,
2021/01/06,SELL,Base8,12,36893.42,0,6922.4259,6922.4259,1.56360898,-0.18778318,0.00015011,1.3758258,57681.34,57681.34,0,0,0,0,0,16500,242.8681,,,
2021/01/07,HOLD,Hold(momo),0,39519.77,6922.4259,0,6922.4259,1.3758258,0,0,1.3758258,61294.74,61294.74,0,0,0,0,0,16500,262.7418,,,
2021/01/08,HOLD,Hold(momo),0,40736.15,6922.4259,0,6922.4259,1.3758258,0,0,1.3758258,62968.27,62968.27,0,0,0,0,0,16500,271.1529,,,
2021/01/09,HOLD,Hold(momo),0,40308.73,6922.4259,0,6922.4259,1.3758258,0,0,1.3758258,62380.22,62968.27,0.9339,0,0,0,0,16500,266.4801,,,
2021/01/10,HOLD,Hold(momo),0,38290.52,6922.4259,0,6922.4259,1.3758258,0,0,1.3758258,59603.51,62968.27,5.3436,0,0,0,0,16500,249.3698,,,
2021/01/11,HOLD,Hold(momo),0,35550.8,6922.4259,0,6922.4259,1.3758258,0,0,1.3758258,55834.13,62968.27,11.3297,0,0,0,0,16500,226.7982,,,
2021/01/12,BUY,Retrace-1.5,22,34095.16,6922.4259,-1522.9337,5399.4922,1.3758258,0.04463142,0.00003573,1.42045721,53830.21,62968.27,14.5122,0,0,0,0,16500,214.4391,,,
2021/01/13,SELL,Base8,12,37400.43,5399.4922,6375.0853,11774.5775,1.42045721,-0.17059123,0.00013636,1.24986599,58520.1,62968.27,7.0641,0,0,0,0,16500,239.8409,,,
2021/01/14,HOLD,Hold(momo),0,39185.31,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,60750.96,62968.27,3.5213,0,0,0,0,16500,251.1821,,,
2021/01/15,HOLD,Hold(momo),0,36839.63,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,57819.18,62968.27,8.1773,0,0,0,0,16500,233.7716,,,
2021/01/16,HOLD,Hold(momo),0,36081.16,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,56871.19,62968.27,9.6828,0,0,0,0,16500,227.486,,,
2021/01/17,HOLD,Hold(momo),0,35826.24,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,56552.58,62968.27,10.1888,0,0,0,0,16500,224.7215,,,
2021/01/18,HOLD,Hold(momo),0,36637.7,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,57566.79,62968.27,8.5781,0,0,0,0,16500,229.2588,,,
2021/01/19,HOLD,Hold(momo),0,35983.3,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,56748.88,62968.27,9.877,0,0,0,0,16500,223.8011,,,
2021/01/20,HOLD,Hold(momo),0,35538.14,11774.5775,0,11774.5775,1.24986599,0,0,1.24986599,56192.49,62968.27,10.7606,0,0,0,0,16500,219.811,,,
2021/01/21,BUY,Retrace-1.5,22,30825.7,11774.5775,-2590.4071,9184.1705,1.24986599,0.08396678,0.00006723,1.33383276,50300.5,62968.27,20.1177,0,0,0,0,16500,187.1213,,,
2021/01/22,BUY,Retrace-1.5,22,33024.83,9184.1705,-2020.5175,7163.653,1.33383276,0.06113282,0.00004895,1.39496559,53232.15,62968.27,15.4619,0,0,0,0,16500,202.0654,,,
2021/01/23,BUY,Retrace-1.5,22,32119.99,7163.653,-1576.0037,5587.6493,1.39496559,0.04902688,0.00003925,1.44399247,51968.67,62968.27,17.4685,0,0,0,0,16500,194.4712,,,
2021/01/24,BUY,Retrace-1.5,22,32271.96,5587.6493,-1229.2828,4358.3665,1.44399247,0.03806089,0.00003047,1.48205335,52187.13,62968.27,17.1215,0,0,0,0,16500,194.8137,,,
2021/01/25,BUY,Retrace-1.5,22,32288.54,4358.3665,-958.8406,3399.5258,1.48205335,0.02967225,0.00002376,1.5117256,52210.94,62968.27,17.0837,0,0,0,0,16500,194.1231,,,
2021/01/26,BUY,Retrace-1.5,22,32537.86,3399.5258,-747.8957,2651.6302,1.5117256,0.02296701,0.00001839,1.53469261,52587.24,62968.27,16.4861,0,0,0,0,16500,195.287,,,
2021/01/27,BUY,Retrace-1.5,22,30458.07,2651.6302,-583.3586,2068.2715,1.53469261,0.01913752,0.00001532,1.55383013,49394.94,62968.27,21.5558,0,0,0,0,16500,177.7812,,,
2021/01/28,BUY,Retrace-1.5,22,33397.92,2068.2715,-455.0197,1613.2518,1.55383013,0.01361329,0.0000109,1.56744343,53962.6,62968.27,14.3019,0,0,0,0,16500,200.796,,,
2021/01/29,BUY,Retrace-1.5,22,34284.67,1613.2518,-354.9154,1258.3364,1.56744343,0.01034373,0.00000828,1.57778716,55352.25,62968.27,12.095,0,0,0,0,16500,207.1106,,,
2021/01/30,BUY,Retrace-1.5,22,34277.81,1258.3364,-276.834,981.5024,1.57778716,0.00806973,0.00000646,1.58585688,55341.2,62968.27,12.1126,0,0,0,0,16500,206.1829,,,
2021/01/31,BUY,Retrace-1.5,22,33112.71,981.5024,-215.9305,765.5719,1.58585688,0.00651586,0.00000522,1.59237274,53493.35,62968.27,15.0471,0,0,0,0,16500,195.9036,,,
2021/02/01,BUY,Retrace-1.5,22,33512.64,1260.9286,-277.4043,116.3327,1.59237274,0.00827098,0.00000662,1.60064372,53758.13,62968.27,14.6266,0,500,495.3568,867.1917,17000,188.4086,,,
2021/02/02,HOLD,Hold(momo),0,35472.61,116.3327,0,116.3327,1.60064372,0,0,1.60064372,56895.34,62968.27,9.6444,0,0,0,0,17000,203.0108,,,
2021/02/03,HOLD,Hold(momo),0,37613.75,116.3327,0,116.3327,1.60064372,0,0,1.60064372,60322.55,62968.27,4.2017,0,0,0,0,17000,218.7907,,,
2021/02/04,HOLD,Hold(momo),0,36967.84,116.3327,0,116.3327,1.60064372,0,0,1.60064372,59288.67,62968.27,5.8436,0,0,0,0,17000,212.8896,,,
2021/02/05,HOLD,Hold(momo),0,38248.04,116.3327,0,116.3327,1.60064372,0,0,1.60064372,61337.82,62968.27,2.5893,0,0,0,0,17000,221.8079,,,
2021/02/06,HOLD,Hold(momo),0,39220.96,116.3327,0,116.3327,1.60064372,0,0,1.60064372,62895.12,62968.27,0.1162,0,0,0,0,17000,228.267,,,
2021/02/07,HOLD,Hold(momo),0,38861.99,116.3327,0,116.3327,1.60064372,0,0,1.60064372,62320.53,62968.27,1.0287,0,0,0,0,17000,224.5891,,,
2021/02/08,SELL,Base9,12,46342.7,116.3327,8901.3782,9017.7109,1.60064372,-0.19223091,0.00015366,1.40841281,74287.36,74287.36,0,0,0,0,0,17000,279.3457,,,
2021/02/09,HOLD,Hold(momo),0,46479.41,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,74479.91,74479.91,0,0,0,0,0,17000,278.9826,,,
2021/02/10,HOLD,Hold(momo),0,44846.07,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,72179.49,74479.91,3.0886,0,0,0,0,17000,267.2285,,,
2021/02/11,HOLD,Hold(momo),0,47992.88,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,76611.5,76611.5,0,0,0,0,0,17000,286.1657,,,
2021/02/12,HOLD,Hold(momo),0,47396.75,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,75771.9,76611.5,1.0959,0,0,0,0,17000,281.1108,,,
2021/02/13,HOLD,Hold(momo),0,47160.73,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,75439.49,76611.5,1.5298,0,0,0,0,17000,278.3775,,,
2021/02/14,HOLD,Hold(momo),0,48654.5,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,77543.33,77543.33,0,0,0,0,0,17000,286.5073,,,
2021/02/15,HOLD,Hold(momo),0,47935.51,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,76530.7,77543.33,1.3059,0,0,0,0,17000,280.7639,,,
2021/02/16,HOLD,Hold(momo),0,49166.67,9017.7109,0,9017.7109,1.40841281,0,0,1.40841281,78264.68,78264.68,0,0,0,0,0,17000,287.1439,,,
2021/02/17,SELL,BearPause,13,52126.99,9017.7109,9544.1217,18561.8326,1.40841281,-0.18324014,0.00014647,1.22517267,82426.4,82426.4,0,1,0,0,0,17000,303.969,,,
2021/02/18,SELL,BearPause,13,51632.43,18561.8326,8223.6235,26785.4561,1.22517267,-0.15939987,0.00012742,1.06577281,81813.9,82426.4,0.7431,1,0,0,0,17000,299.9684,,,
2021/02/19,SELL,BearPause,13,55971.87,26785.4561,7754.9286,34540.3847,1.06577281,-0.13866131,0.00011084,0.9271115,86432.55,86432.55,0,1,0,0,0,17000,318.3753,,,
2021/02/20,SELL,BearPause,13,56052.49,34540.3847,6755.6981,41296.0828,0.9271115,-0.12062091,0.00009642,0.80649059,86501.89,86501.89,0,1,0,0,0,17000,317.2321,,,
2021/02/21,SELL,BearPause,13,57550.82,41296.0828,6033.8453,47329.9281,0.80649059,-0.10492765,0.00008388,0.70156294,87705.45,87705.45,0,1,0,0,0,17000,320.8683,,,
2021/02/22,SELL,BearPause,13,54186.92,47329.9281,4942.0195,52271.9476,0.70156294,-0.09127614,0.00007296,0.61028679,85341.51,87705.45,2.6953,1,0,0,0,17000,309.5287,,,
2021/02/23,HOLD,Hold(momo),0,48960.81,52271.9476,0,52271.9476,0.61028679,0,0,0.61028679,82152.08,87705.45,6.3318,0,0,0,0,17000,294.8237,,,
2021/02/24,HOLD,Hold(momo),0,49771.31,52271.9476,0,52271.9476,0.61028679,0,0,0.61028679,82646.72,87705.45,5.7679,0,0,0,0,17000,295.5947,,,
2021/02/25,HOLD,Hold(momo),0,47054.55,52271.9476,0,52271.9476,0.61028679,0,0,0.61028679,80988.72,87705.45,7.6583,0,0,0,0,17000,287.4326,,,
2021/02/26,HOLD,Hold(momo),0,46387.8,52271.9476,0,52271.9476,0.61028679,0,0,0.61028679,80581.81,87705.45,8.1222,0,0,0,0,17000,284.5112,,,
2021/02/27,HOLD,Hold(momo),0,46238.19,52271.9476,0,52271.9476,0.61028679,0,0,0.61028679,80490.5,87705.45,8.2263,0,0,0,0,17000,282.9139,,,
2021/02/28,HOLD,Hold(momo),0,45234.82,52271.9476,0,52271.9476,0.61028679,0,0,0.61028679,79878.16,87705.45,8.9245,0,0,0,0,17000,279.2004,,,
2021/03/01,SELL,Base9,12,49682.09,52767.3044,3638.4388,53473.0844,0.61028679,-0.073293,0.00005859,0.53699379,80152.06,87705.45,8.6122,0,500,495.3568,2932.6587,17500,269.7985,,,
2021/03/02,HOLD,Hold(momo),0,48488.18,53473.0844,0,53473.0844,0.53699379,0,0,0.53699379,79510.94,87705.45,9.3432,0,0,0,0,17500,266.1352,,,
2021/03/03,HOLD,Hold(momo),0,50432.83,53473.0844,0,53473.0844,0.53699379,0,0,0.53699379,80555.2,87705.45,8.1526,0,0,0,0,17500,269.121,,,
2021/03/04,HOLD,Hold(momo),0,48410.67,53473.0844,0,53473.0844,0.53699379,0,0,0.53699379,79469.31,87705.45,9.3907,0,0,0,0,17500,263.7588,,,
2021/03/05,HOLD,Hold(momo),0,48837.32,53473.0844,0,53473.0844,0.53699379,0,0,0.53699379,79698.42,87705.45,9.1295,0,0,0,0,17500,263.5555,,,
2021/03/06,HOLD,Hold(momo),0,48897.17,53473.0844,0,53473.0844,0.53699379,0,0,0.53699379,79730.56,87705.45,9.0928,0,0,0,0,17500,262.59,,,
2021/03/07,HOLD,Hold(momo),0,50982.17,53473.0844,0,53473.0844,0.53699379,0,0,0.53699379,80850.19,87705.45,7.8162,0,0,0,0,17500,265.8055,,,
2021/03/08,SELL,BearPause,13,52315.44,53473.0844,3652.0986,57125.183,0.53699379,-0.06986504,0.00005585,0.46712875,81563.23,87705.45,7.0032,1,0,0,0,17500,267.4266,,,
2021/03/09,SELL,BearPause,13,54904.39,57125.183,3334.1645,60459.3475,0.46712875,-0.06077532,0.00004858,0.40635343,82769.93,87705.45,5.6274,1,0,0,0,17500,270.8904,,,
2021/03/10,SELL,BearPause,13,55927.4,60459.3475,2954.4178,63413.7653,0.40635343,-0.05286821,0.00004226,0.35348522,83183.27,87705.45,5.1561,1,0,0,0,17500,271.3254,,,
2021/03/11,SELL,BearPause,13,57799.61,63413.7653,2656.0701,66069.8354,0.35348522,-0.04598984,0.00003676,0.30749538,83842.95,87705.45,4.4039,1,0,0,0,17500,272.6707,,,
2021/03/12,SELL,BearPause,13,57272.15,66069.8354,2289.4198,68359.2552,0.30749538,-0.04000638,0.00003198,0.267489,83678.93,87705.45,4.591,1,0,0,0,17500,270.939,,,
2021/03/13,SELL,BearPause,80,61186.27,68359.2552,13093.3235,81452.5787,0.267489,-0.2141624,0.00017119,0.05332661,84715.43,87705.45,3.4092,1,0,0,0,17500,273.6529,,,
2021/03/14,SELL,BearPause,13,59106.54,81452.5787,409.7537,81862.3324,0.05332661,-0.006938,0.00000555,0.0463886,84604.2,87705.45,3.536,1,0,0,0,17500,272.1221,,,
2021/03/15,SELL,BearPause,13,55681.45,81862.3324,335.788,82198.1204,0.0463886,-0.00603534,0.00000482,0.04035326,84445.05,87705.45,3.7174,1,0,0,0,17500,270.4292,,,
2021/03/16,SELL,BearPause,13,56945.85,82198.1204,298.7336,82496.854,0.04035326,-0.00525012,0.0000042,0.03510314,84495.83,87705.45,3.6595,1,0,0,0,17500,269.5127,,,
2021/03/17,SELL,BearPause,13,58965.65,82496.854,269.0843,82765.9383,0.03510314,-0.00456706,0.00000365,0.03053608,84566.52,87705.45,3.5789,1,0,0,0,17500,268.6745,,,
2021/03/18,SELL,BearPause,13,57701.05,82765.9383,229.0553,82994.9936,0.03053608,-0.00397287,0.00000318,0.02656321,84527.72,87705.45,3.6232,1,0,0,0,17500,267.4484,,,
2021/03/19,SELL,BearPause,13,58143.02,82994.9936,200.7805,83195.7741,0.02656321,-0.00345598,0.00000276,0.02310723,84539.3,87705.45,3.61,1,0,0,0,17500,266.4119,,,
2021/03/20,SELL,BearPause,13,58145.98,83195.7741,174.6671,83370.4412,0.02310723,-0.00300634,0.0000024,0.02010089,84539.23,87705.45,3.6101,1,0,0,0,17500,265.3416,,,
2021/03/21,SELL,BearPause,13,57377.07,83370.4412,149.9329,83520.3741,0.02010089,-0.00261521,0.00000209,0.01748568,84523.65,87705.45,3.6278,1,0,0,0,17500,264.2243,,,
2021/03/22,SELL,BearPause,13,54220.38,83520.3741,123.2505,83643.6246,0.01748568,-0.00227496,0.00000182,0.01521073,84468.36,87705.45,3.6909,1,0,0,0,17500,262.9756,,,
2021/03/23,SELL,BearPause,13,54453.62,83643.6246,107.6763,83751.3008,0.01521073,-0.00197898,0.00000158,0.01323175,84471.82,87705.45,3.6869,1,0,0,0,17500,261.9424,,,
2021/03/24,SELL,BearPause,13,52499.58,83751.3008,90.306,83841.6068,0.01323175,-0.0017215,0.00000138,0.01151025,84445.89,87705.45,3.7165,1,0,0,0,17500,260.8144,,,
2021/03/25,HOLD,Hold(momo),0,51454.67,83841.6068,0,83841.6068,0.01151025,0,0,0.01151025,84433.86,87705.45,3.7302,0,0,0,0,17500,259.743,,,
2021/03/26,SELL,BearPause,13,55120.77,83841.6068,82.479,83924.0858,0.01151025,-0.00149753,0.0000012,0.01001272,84475.99,87705.45,3.6822,1,0,0,0,17500,258.8663,,,
2021/03/27,SELL,BearPause,13,55913.07,83924.0858,72.7794,83996.8652,0.01001272,-0.00130269,0.00000104,0.00871002,84483.87,87705.45,3.6732,1,0,0,0,17500,257.878,,,
2021/03/28,SELL,BearPause,13,55808.41,83996.8652,63.192,84060.0572,0.00871002,-0.00113321,0.00000091,0.00757681,84482.91,87705.45,3.6743,1,0,0,0,17500,256.8666,,,
2021/03/29,SELL,BearPause,13,57649.11,84060.0572,56.7836,84116.8408,0.00757681,-0.00098577,0.00000079,0.00659104,84496.81,87705.45,3.6584,1,0,0,0,17500,255.913,,,
2021/03/30,SELL,BearPause,13,58825.64,84116.8408,50.4039,84167.2447,0.00659104,-0.00085752,0.00000069,0.00573352,84504.52,87705.45,3.6496,1,0,0,0,17500,254.9452,,,
2021/03/31,SELL,BearPause,13,58888.91,84167.2447,43.8933,84211.138,0.00573352,-0.00074595,0.0000006,0.00498757,84504.85,87705.45,3.6493,1,0,0,0,17500,253.9595,,,
2021/04/01,SELL,BearPause,13,58854.26,84706.4947,38.1601,84259.8603,0.00498757,-0.0006489,0.00000052,0.00433866,84515.21,87705.45,3.6374,1,500,495.3568,484.7945,18000,245.138,,,
2021/04/02,SELL,BearPause,13,58999.43,84259.8603,33.2772,84293.1375,0.00433866,-0.00056448,0.00000045,0.00377419,84515.81,87705.45,3.6368,1,0,0,0,18000,244.2056,,,
2021/04/03,SELL,BearPause,13,57099.82,84293.1375,28.0157,84321.1532,0.00377419,-0.00049104,0.00000039,0.00328315,84508.62,87705.45,3.645,1,0,0,0,18000,243.2546,,,
2021/04/04,SELL,BearPause,13,58224.89,84321.1532,24.8509,84346.0042,0.00328315,-0.00042715,0.00000034,0.002856,84512.29,87705.45,3.6408,1,0,0,0,18000,242.3454,,,
2021/04/05,SELL,BearPause,13,59081.65,84346.0042,21.9358,84367.94,0.002856,-0.00037158,0.0000003,0.00248442,84514.72,87705.45,3.638,1,0,0,0,18000,241.4385,,,
2021/04/06,SELL,BearPause,13,58006.99,84367.94,18.7348,84386.6748,0.00248442,-0.00032323,0.00000026,0.00216119,84512.04,87705.45,3.6411,1,0,0,0,18000,240.5217,,,
2021/04/07,SELL,BearPause,13,55950.23,84386.6748,15.7195,84402.3943,0.00216119,-0.00028118,0.00000022,0.00188001,84507.58,87705.45,3.6461,1,0,0,0,18000,239.6056,,,
2021/04/08,SELL,BearPause,13,58087.99,84402.3943,14.1968,84416.591,0.00188001,-0.0002446,0.0000002,0.00163541,84511.59,87705.45,3.6416,1,0,0,0,18000,238.7227,,,
2021/04/09,SELL,BearPause,13,58108.4,84416.591,12.3541,84428.9451,0.00163541,-0.00021277,0.00000017,0.00142264,84511.61,87705.45,3.6416,1,0,0,0,18000,237.8333,,,
2021/04/10,SELL,BearPause,80,59760.63,84428.9451,68.0142,84496.9593,0.00142264,-0.00113902,0.00000091,0.00028362,84513.91,87705.45,3.6389,1,0,0,0,18000,236.9572,,,
